module	symbol	kind	signature_or_shape	compatibility_requirement	oracle_source	port_status	evidence
requests.utils	rewind_body	function	(prepared_request) -> None	Preserve seek conditions, OSError mapping, messages	utils.py	VERIFIED	oracle: utils.py; test: tests_differential/test_prepare_request.py, tests_differential/test_bodies.py, and tests_differential/test_public_types.py; scope: Task 8 private _rewind_body_trial; exact two cursor reads, integer gate, error messages/context, cursor identity, and original non-OSError differential evidence; accepted repair 953444e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
requests.compat	urllib3_version	reexport	urllib3.__version__	Preserve exact value and import timing	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import/value snapshot; review: accepted compatibility commits through 4d01c2c
requests.compat	is_urllib3_1	value	bool with fallback True	Preserve version parse and fallback behavior	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: subprocess monkeypatch tests; review: accepted compatibility commits through 4d01c2c
requests.compat	chardet	module selection	chardet else charset_normalizer else None	Preserve preference and module identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: dependency matrix subprocess tests; review: accepted compatibility commits through 4d01c2c
requests.compat	is_py2	value	bool	Preserve current value and existence	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.compat	is_py3	value	bool	Preserve current value and existence	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.compat	has_simplejson	value	bool	Preserve optional dependency resolution	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: with/without simplejson tests; review: accepted compatibility commits through 4d01c2c
requests.compat	json	module reexport	simplejson or stdlib json	Preserve selected module identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: dependency matrix identity tests; review: accepted compatibility commits through 4d01c2c
requests.compat	JSONDecodeError	class reexport	selected decoder error	Preserve class identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: dependency matrix identity tests; review: accepted compatibility commits through 4d01c2c
requests.compat	OrderedDict	reexport	collections.OrderedDict	Preserve object identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	Callable	reexport	collections.abc.Callable	Preserve object identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	Mapping	reexport	collections.abc.Mapping	Preserve object identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	MutableMapping	reexport	collections.abc.MutableMapping	Preserve object identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	cookielib	reexport	http.cookiejar module	Preserve module identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	Morsel	reexport	http.cookies.Morsel	Preserve class identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	StringIO	reexport	io.StringIO	Preserve class identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	urllib.parse reexports	reexports	quote, quote_plus, unquote, unquote_plus, urldefrag, urlencode, urljoin, urlparse, urlsplit, urlunparse	Preserve every function identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity snapshot; review: accepted compatibility commits through 4d01c2c
requests.compat	urllib.request reexports	reexports	getproxies, getproxies_environment, parse_http_list, proxy_bypass, proxy_bypass_environment	Preserve every function identity and platform availability	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity snapshot; review: accepted compatibility commits through 4d01c2c
requests.compat	builtin_str	reexport	str	Preserve identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	str	reexport	builtins.str	Preserve identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	bytes	reexport	builtins.bytes	Preserve identity	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: identity test; review: accepted compatibility commits through 4d01c2c
requests.compat	basestring	legacy tuple	(str, bytes)	Preserve tuple values/order	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.compat	numeric_types	legacy tuple	(int, float)	Preserve tuple values/order	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.compat	integer_types	legacy tuple	(int,)	Preserve tuple values	compat.py	VERIFIED	oracle: compat.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: value snapshot; review: accepted compatibility commits through 4d01c2c
requests.packages	urllib3	module alias	requests.packages.urllib3 is urllib3	Preserve package and loaded-submodule identities	packages.py	VERIFIED	oracle: packages.py; test: .venv/bin/python -m pytest -q tests/test_packages.py tests_differential/test_import_api.py; scope: recursive sys.modules identity tests; review: accepted compatibility commits through 4d01c2c
requests.packages	idna	module alias	requests.packages.idna is idna	Preserve package and loaded-submodule identities	packages.py	VERIFIED	oracle: packages.py; test: .venv/bin/python -m pytest -q tests/test_packages.py tests_differential/test_import_api.py; scope: recursive sys.modules identity tests; review: accepted compatibility commits through 4d01c2c
requests.packages	chardet	module alias	selected detector under chardet and real name	Preserve both alias families and loaded-submodule identities	packages.py	VERIFIED	oracle: packages.py; test: .venv/bin/python -m pytest -q tests/test_packages.py tests_differential/test_import_api.py; scope: dependency matrix identity tests; review: accepted compatibility commits through 4d01c2c
requests.certs	where	reexport	certifi.where	Preserve function identity and script output	certs.py	VERIFIED	oracle: certs.py; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: import identity + CLI test; review: accepted compatibility commits through 4d01c2c
requests.help	info	function	() -> dict[str, Any]	Preserve keys, nested shapes, optional dependency values, SSL formatting	help.py	VERIFIED	oracle: help.py; test: .venv/bin/python -m pytest -q tests/test_help.py tests_differential/test_import_api.py; scope: unchanged + dependency matrix snapshots; review: accepted compatibility commits through 4d01c2c
requests.help	main	function	()	Preserve sorted indented JSON to stdout	help.py	VERIFIED	oracle: help.py; test: .venv/bin/python -m pytest -q tests/test_help.py tests_differential/test_import_api.py; scope: CLI snapshot; review: accepted compatibility commits through 4d01c2c
requests.help	module CLI	entry point	python -m requests.help	Preserve executable behavior	help.py	VERIFIED	oracle: help.py; test: .venv/bin/python -m pytest -q tests/test_help.py tests_differential/test_import_api.py; scope: subprocess CLI test; review: accepted compatibility commits through 4d01c2c
cross-cutting	call signatures	protocol	inspect.signature-visible Python callables	Preserve positional-only, keyword, duplicate, missing, and unexpected argument errors	all public callables	VERIFIED	oracle: all public callables; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: generated signature/call-error snapshot; review: accepted compatibility commits through 4d01c2c
cross-cutting	module public namespaces	protocol	all names from dir() and importable retained module paths	Preserve contractual names plus incidental non-underscore reexports and their identities	all 19 frozen source modules	VERIFIED	oracle: all 19 frozen source modules; test: .venv/bin/python -m pytest -q tests_differential/test_import_api.py; scope: generated namespace and identity snapshot with reviewed exclusions; review: accepted compatibility commits through 4d01c2c
cross-cutting	public mutable attributes	protocol	instance __dict__, assignment, deletion where allowed	Preserve mutation visibility before subsequent operations	models.py/sessions.py/adapters.py/auth.py	VERIFIED	oracle: models.py/sessions.py/adapters.py/auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_public_types.py tests_differential/test_task17_supplemental.py; scope: generated attribute mutation corpus; review: accepted compatibility commits through 4d01c2c
cross-cutting	subclassing and monkeypatching	extension protocol	Request, PreparedRequest, Response, Session, adapters, auth, structures	Preserve Python method dispatch; exact-type fast paths only	public classes	VERIFIED	oracle: public classes; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 9 Response-only private admission accepts pristine exact instances and delegates subclasses, copied/replaced descriptors, exact-instance normal-method shadows, and restored mutations; accepted b93b42a; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	module-global monkeypatching	extension protocol	behavior-sensitive helper/module/constant globals resolved at call time	Inventory every translated callable's global dependencies; changed globals must affect behavior or select Python fallback	all translated Python callables	VERIFIED	oracle: all translated Python callables; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 14 second fix proves actual Response.json/iter_content except clauses use CPython matching without source __instancecheck__, validate the complete outer tuple before matching, propagate exact invalid-target TypeError/context, and reload adapter reason/global values in bytecode order; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	HTTPAdapter visible/shadow authority	extension protocol	real urllib3-visible state plus binding-owned Rust side table	Preserve direct public methods, Retry/PoolManager identities, pickle, mutations, and pristine-only Rust send	adapters.py	VERIFIED	oracle: adapters.py; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 14 recovery fix 3 preserves exact source/candidate identity checks but converts every pre-manager SOCKS manager-global and pool-class observation/validation error into compatibility selection, allowing live Python to raise its authoritative error; HTTP handling and later post-manager mutation remain unchanged, with no replay or proof mutation; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	custom adapters	extension protocol	Session.mount(prefix, adapter) with send/close	Preserve object identity, kwargs, longest-prefix dispatch	sessions.py/adapters.py	VERIFIED	oracle: sessions.py/adapters.py; test: .venv/bin/python -m pytest -q tests_differential/test_adapters.py; scope: instrumented custom adapter corpus; review: accepted compatibility commits through 4d01c2c
cross-cutting	custom auth	extension protocol	callable(PreparedRequest) -> PreparedRequest	Preserve arbitrary callable, state replacement, exceptions	models.py/auth.py	VERIFIED	oracle: models.py/auth.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py; scope: instrumented callback corpus; review: accepted compatibility commits through 4d01c2c
cross-cutting	response hooks	extension protocol	callable(Response, **kwargs) -> Response | None	Preserve order, replacement, kwargs, exceptions	hooks.py/sessions.py	VERIFIED	oracle: hooks.py/sessions.py; test: .venv/bin/python -m pytest -q tests_differential/test_hooks_auth.py; scope: instrumented callback corpus; review: accepted compatibility commits through 4d01c2c
cross-cutting	file-like bodies	extension protocol	len/fileno/tell/seek/read/mode and dynamic proxies	Preserve probe/read timing, cursor, warnings, exceptions	utils.py/models.py	VERIFIED	oracle: utils.py/models.py; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 8 private probes cover preparation timing, origin-thread reads, length/cursor behavior, errors, reachable cancellation, and no caller close; accepted repair 953444e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	Python body cursor values	extension protocol	arbitrary tell() result stored; PreparedRequest rewind accepts only int; digest passes any non-None value	Preserve exact objects without integer narrowing and exact UnrewindableBodyError gate	models.py/utils.py/auth.py	VERIFIED	oracle: models.py/utils.py/auth.py; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 8 exact bool/negative/huge/subclass/opaque cursor and private redirect-gate evidence; accepted repair 953444e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	iterable bodies	extension protocol	__iter__ yielding bytes/text	Preserve lazy iteration, chunking, errors, non-rewindability	models.py/adapters.py	VERIFIED	oracle: models.py/adapters.py; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 8 private bridge proves lazy chunks, text encoding, empty skips, intrinsic iterator advancement, exact errors, one in-flight action, reachable cancellation, and one ErrorKind::Body then EOF; accepted repair 953444e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	Python files multipart	extension protocol	files= file-like objects are read eagerly	Preserve full buffering and read/exception timing; do not convert to streaming multipart	models.py:_encode_files	VERIFIED	oracle: models.py:_encode_files; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 8 private prepare_body orchestration proves eager ordered reads, exact exception timing/identity, and no close; accepted repair 953444e; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	external CookieJar	extension protocol	http.cookiejar-compatible object and policy	Preserve identity, callbacks, redirects, pickle behavior	cookies.py/sessions.py	VERIFIED	oracle: cookies.py/sessions.py; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 15 fix round 2 private admission proves the operation-specific direct and transitive live method inventory, including __iter__, iterkeys, itervalues, and iteritems for inspect, plus exact full Cookie field/rest shape before effects; unsupported rows call retained Python once; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	Python cookie authority	extension protocol	RequestsCookieJar and inherited directly mutable _cookies hierarchy	Python jar is authoritative; Rust snapshots/writeback occur on origin thread; resnapshot after callbacks/direct mutation	cookies.py/models.py/sessions.py	VERIFIED	oracle: cookies.py/models.py/sessions.py; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 15 fix round 1 stage-local snapshots remain Python-free; the pipeline carries the hook-selected response ID separately and compares the final Digest response to that exact ID, including None-hook replacement; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	raw response	extension protocol	file-like object with stream/read/close/release_conn	Preserve built-in wrapper protocol; custom raw exact identity; explicit close callbacks; no added callbacks on Response drop	models.py/adapters.py	VERIFIED	oracle: models.py/adapters.py; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 14 third fix retains malformed-decoder ownership after the first ContentDecodingError, blocks pool capacity until a second EOF read or explicit close, preserves the 2.7/1.26 exception graph, and keeps repeated close idempotent; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	pickling	protocol	Response, Session, HTTPAdapter, RequestsCookieJar, JSONDecodeError	Preserve state shape, side effects, inheritance, roundtrip behavior	multiple modules	VERIFIED	oracle: multiple modules; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 14 preserves RequestException attachment graphs and JSONDecodeError selected-decoder reduction/roundtrip; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	context managers	protocol	Session, Response, atomic_open	Preserve enter return, exit cleanup, exception propagation	multiple modules	VERIFIED	oracle: multiple modules; test: .venv/bin/python -m pytest -q tests_differential/test_public_types.py tests_differential/test_task17_supplemental.py; scope: instrumented context tests; review: accepted compatibility commits through 4d01c2c
cross-cutting	warnings	protocol	category, message, count, stack behavior, filters	Preserve all observable warning behavior	multiple modules	VERIFIED	oracle: multiple modules; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 14 freezes the complete warning hierarchy plus dependency-warning messages/counts and root import filters; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	Python user exceptions	protocol	hooks, auth, adapters, bodies, cookie policies	Preserve object identity and traceback; do not wrap	dynamic boundaries	VERIFIED	oracle: dynamic boundaries; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 15 fix round 1 records and differentially proves exact type/MRO/args, cause, context, suppression, traceback presence, and named same-process identity for affected constructor/callback fallbacks; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	network interpreter release	concurrency protocol	Python threads progress during DNS/connect/read/write waits	Release the interpreter for Rust waits; reacquire only for Python operations	approved design	VERIFIED	oracle: approved design; test: .venv/bin/python -m pytest -q tests_differential/test_public_types.py tests_differential/test_task17_supplemental.py; scope: multithreaded progress tests; review: accepted compatibility commits through 4d01c2c
cross-cutting	Python callback thread affinity	concurrency protocol	auth, hooks, adapters, body protocols, cookie policies, JSON/detectors, clocks, module globals	Run on the OS thread/interpreter that entered synchronous Requests; support nested Requests calls	approved design + frozen synchronous call flow	VERIFIED	oracle: approved design + frozen synchronous call flow; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 16 B01-B04 and B17-B18 extend the private Session pipeline proof to nested requests, exact error identity, live post-await authority, and correlated independent channels while Python owners remain origin-only; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	Python signal interruption	concurrency protocol	KeyboardInterrupt/BaseException during a hung synchronous wait	Wake/check signals on origin thread, cancel future, clean non-EOF lease, propagate original exception	frozen Python synchronous behavior + approved bridge	VERIFIED	oracle: frozen Python synchronous behavior + approved bridge; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 16 B05-B09 prove exact KeyboardInterrupt identity across real connect/head/remainder/upload waits, dirty non-reuse, bounded cancellation, origin quarantine/reap, and clean recovery on the same runtime; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	post-fork runtime lifecycle	concurrency protocol	import-before-fork and idle-session-before-fork	Characterize oracle; child invalidates inherited driver/pools and lazily creates process-local state without harming parent	frozen oracle characterization gate	VERIFIED	oracle: frozen oracle characterization gate; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 16 B10-B14 prove PID-local driver generations, a real live response/lease across fork, parent usability, populated shared/separate pools, peer clear isolation, and outstanding-stream survival; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	close and reuse	resource protocol	Session.close, HTTPAdapter.close, Response close/drop/cancel	Session/adapter clear pool generations and remain reusable; only clean EOF returns a connection; active stream stays readable but cannot rejoin cleared generation; driver is independent	multiple modules	VERIFIED	oracle: multiple modules; test: tests_differential/test_public_types.py, tests_differential/test_task17_supplemental.py, and tests_differential/test_import_api.py; scope: Task 16 B12-B14 extend the private proof to real populated keep-alive pools, per-evicted-connection clear checkpoints, exact lease release, peer reuse, and a live stream surviving another pool clear; review: accepted compatibility commits through 4d01c2c; installed-oracle: 4d01c2c completed 619 passed, 15 skipped, 1 xpassed with compare_api.py reporting 303 rows and 0 mismatches; closure-review: public-façade commit 709a336 and alternate-runtime qualification commit 4d01c2c accepted by dual review
cross-cutting	free-threaded Python	concurrency protocol	CPython 3.14t supported without GIL assumptions	Use explicit synchronization rather than relying on a process-wide GIL	current CI matrix	VERIFIED	oracle: current CI matrix; test: .venv/bin/python -m pytest -q tests_rust/test_distribution.py; scope: Tests run 33337076508 jobs 99978604958 and 99978604985 plus Wheels run 33337076517 jobs 99978612060 and 99978612306; review: accepted alternate-runtime qualification commit 4d01c2c
cross-cutting	platform matrix	distribution	CPython 3.10-3.15-dev, 3.14t, PyPy 3.11; Linux/macOS/Windows	Preserve existing exclusions only	.github/workflows/run-tests.yml	IN_PROGRESS	oracle: .github/workflows/run-tests.yml and .github/workflows/wheels.yml; test: Tests run https://github.com/puneet-chandna/requests-rust/actions/runs/33337076508 and Wheels run https://github.com/puneet-chandna/requests-rust/actions/runs/33337076517 qualify targeted Linux/macOS PyPy 3.11 jobs 99978604892, 99978604941, 99978612180, and 99978612190 plus targeted Linux/macOS CPython 3.14t jobs 99978604958, 99978604985, 99978612060, and 99978612306; bounded-assessment: candidate commits through 4d01c2c received qualification review that does not supply final Task 19 review evidence; open: the workflows are not globally green because default-Python Windows loopback jobs hit WinError 10053 and macOS installed-wheel public-type children hit the 10-second harness timeout
cross-cutting	distribution surface	distribution	metadata, dependencies/extras, py.typed, licenses, sdist, compiled wheels, editable install, validation artifacts	Preserve the requests name/version and dependency/package-data compatibility; identify this derivative and prohibit registry publishing	pyproject.toml + MANIFEST.in + validation workflow + package tree	IN_PROGRESS	oracle: pyproject.toml, MANIFEST.in, .github/workflows/publish.yml, and the package tree; exception: reviewed derivative identity changes description, author/maintainer, project URLs, and development status while requests 2.34.2 import/distribution compatibility remains frozen; test: tests_rust/test_distribution.py locally verifies project/Cargo identity, publish=false crates, validation-only workflow structure, exact artifact inventory, and rebuilt wheel/sdist metadata; prior-remote: Wheels run https://github.com/puneet-chandna/requests-rust/actions/runs/33337076517 built the 15 recorded successful platform archives for 4d01c2c; open: final exact-commit source gates, complete 23-wheel matrix, sdist, and validation manifest remain pending at the v1.0.0-beta gate
cross-cutting	default backend	architecture	built-in HTTPAdapter sends through Rust	Use Rust for eligible default I/O; preserve strict compatibility fallbacks before effects	approved design	IN_PROGRESS	oracle: approved design and frozen Requests behavior; test: tests_rust/test_default_backend.py, tests_rust/test_backend_boundary.py, and the local unchanged plus differential suites prove exact pristine built-ins use Rust while unsupported, subclassed, custom, and mutated paths retain Python authority; local: wheel, sdist, and editable artifacts install and pass the no-flag smoke outside the checkout; local-correction: stable exact urllib3 1.26 TLS requests fall back before body materialization and native effects because the legacy common-name warning contract cannot be reproduced by rustls; legacy plain HTTP and modern HTTPS remain native; review: both independent local boundary reviews accepted the corrected candidate; remote: explicitly user-approved deferral of the full exact-commit artifact matrix and validation evidence to the final Task 21 v1.0.0-beta gate; open: remote evidence
